Image,Left Shoulder-Left Elbow-Left Wrist,Right Shoulder-Right Elbow-Right Wrist,Left Shoulder-Left Hip-Left Knee,Right Shoulder-Right Hip-Right Knee,Left Elbow-Left Shoulder-Left Hip,Right Elbow-Right Shoulder-Right Hip,Left Hip-Left Knee-Left Ankle,Right Hip-Right Knee-Right Ankle,Nose-Left Eye_distance,Nose-Right Eye_distance,Nose-Left Ear_distance,Nose-Right Ear_distance,Nose-Left Shoulder_distance,Nose-Right Shoulder_distance,Nose-Left Elbow_distance,Nose-Right Elbow_distance,Nose-Left Wrist_distance,Nose-Right Wrist_distance,Nose-Left Hip_distance,Nose-Right Hip_distance,Nose-Left Knee_distance,Nose-Right Knee_distance,Nose-Left Ankle_distance,Nose-Right Ankle_distance,Left Eye-Right Eye_distance,Left Eye-Left Ear_distance,Left Eye-Right Ear_distance,Left Eye-Left Shoulder_distance,Left Eye-Right Shoulder_distance,Left Eye-Left Elbow_distance,Left Eye-Right Elbow_distance,Left Eye-Left Wrist_distance,Left Eye-Right Wrist_distance,Left Eye-Left Hip_distance,Left Eye-Right Hip_distance,Left Eye-Left Knee_distance,Left Eye-Right Knee_distance,Left Eye-Left Ankle_distance,Left Eye-Right Ankle_distance,Right Eye-Left Ear_distance,Right Eye-Right Ear_distance,Right Eye-Left Shoulder_distance,Right Eye-Right Shoulder_distance,Right Eye-Left Elbow_distance,Right Eye-Right Elbow_distance,Right Eye-Left Wrist_distance,Right Eye-Right Wrist_distance,Right Eye-Left Hip_distance,Right Eye-Right Hip_distance,Right Eye-Left Knee_distance,Right Eye-Right Knee_distance,Right Eye-Left Ankle_distance,Right Eye-Right Ankle_distance,Left Ear-Right Ear_distance,Left Ear-Left Shoulder_distance,Left Ear-Right Shoulder_distance,Left Ear-Left Elbow_distance,Left Ear-Right Elbow_distance,Left Ear-Left Wrist_distance,Left Ear-Right Wrist_distance,Left Ear-Left Hip_distance,Left Ear-Right Hip_distance,Left Ear-Left Knee_distance,Left Ear-Right Knee_distance,Left Ear-Left Ankle_distance,Left Ear-Right Ankle_distance,Right Ear-Left Shoulder_distance,Right Ear-Right Shoulder_distance,Right Ear-Left Elbow_distance,Right Ear-Right Elbow_distance,Right Ear-Left Wrist_distance,Right Ear-Right Wrist_distance,Right Ear-Left Hip_distance,Right Ear-Right Hip_distance,Right Ear-Left Knee_distance,Right Ear-Right Knee_distance,Right Ear-Left Ankle_distance,Right Ear-Right Ankle_distance,Left Shoulder-Right Shoulder_distance,Left Shoulder-Left Elbow_distance,Left Shoulder-Right Elbow_distance,Left Shoulder-Left Wrist_distance,Left Shoulder-Right Wrist_distance,Left Shoulder-Left Hip_distance,Left Shoulder-Right Hip_distance,Left Shoulder-Left Knee_distance,Left Shoulder-Right Knee_distance,Left Shoulder-Left Ankle_distance,Left Shoulder-Right Ankle_distance,Right Shoulder-Left Elbow_distance,Right Shoulder-Right Elbow_distance,Right Shoulder-Left Wrist_distance,Right Shoulder-Right Wrist_distance,Right Shoulder-Left Hip_distance,Right Shoulder-Right Hip_distance,Right Shoulder-Left Knee_distance,Right Shoulder-Right Knee_distance,Right Shoulder-Left Ankle_distance,Right Shoulder-Right Ankle_distance,Left Elbow-Right Elbow_distance,Left Elbow-Left Wrist_distance,Left Elbow-Right Wrist_distance,Left Elbow-Left Hip_distance,Left Elbow-Right Hip_distance,Left Elbow-Left Knee_distance,Left Elbow-Right Knee_distance,Left Elbow-Left Ankle_distance,Left Elbow-Right Ankle_distance,Right Elbow-Left Wrist_distance,Right Elbow-Right Wrist_distance,Right Elbow-Left Hip_distance,Right Elbow-Right Hip_distance,Right Elbow-Left Knee_distance,Right Elbow-Right Knee_distance,Right Elbow-Left Ankle_distance,Right Elbow-Right Ankle_distance,Left Wrist-Right Wrist_distance,Left Wrist-Left Hip_distance,Left Wrist-Right Hip_distance,Left Wrist-Left Knee_distance,Left Wrist-Right Knee_distance,Left Wrist-Left Ankle_distance,Left Wrist-Right Ankle_distance,Right Wrist-Left Hip_distance,Right Wrist-Right Hip_distance,Right Wrist-Left Knee_distance,Right Wrist-Right Knee_distance,Right Wrist-Left Ankle_distance,Right Wrist-Right Ankle_distance,Left Hip-Right Hip_distance,Left Hip-Left Knee_distance,Left Hip-Right Knee_distance,Left Hip-Left Ankle_distance,Left Hip-Right Ankle_distance,Right Hip-Left Knee_distance,Right Hip-Right Knee_distance,Right Hip-Left Ankle_distance,Right Hip-Right Ankle_distance,Left Knee-Right Knee_distance,Left Knee-Left Ankle_distance,Left Knee-Right Ankle_distance,Right Knee-Left Ankle_distance,Right Knee-Right Ankle_distance,Left Ankle-Right Ankle_distance,Label
30,73.01425094438358,,148.11539788777284,147.097139625929,57.67178142689153,,169.54269852172166,169.54976093732347,0.0,0.0,0.0,0.0,108.61273956298828,0.0,161.093505859375,0.0,164.75741577148438,0.0,169.85308837890625,192.91848754882812,277.3613586425781,279.9604797363281,378.1597595214844,376.9555358886719,0.0,0.0,0.0,108.61273956298828,0.0,161.093505859375,0.0,164.75741577148438,0.0,169.85308837890625,192.91848754882812,277.3613586425781,279.9604797363281,378.1597595214844,376.9555358886719,0.0,0.0,108.61273956298828,0.0,161.093505859375,0.0,164.75741577148438,0.0,169.85308837890625,192.91848754882812,277.3613586425781,279.9604797363281,378.1597595214844,376.9555358886719,0.0,108.61273956298828,0.0,161.093505859375,0.0,164.75741577148438,0.0,169.85308837890625,192.91848754882812,277.3613586425781,279.9604797363281,378.1597595214844,376.9555358886719,108.61273956298828,0.0,161.093505859375,0.0,164.75741577148438,0.0,169.85308837890625,192.91848754882812,277.3613586425781,279.9604797363281,378.1597595214844,376.9555358886719,108.61273956298828,61.412776947021484,108.61273956298828,58.738616943359375,108.61273956298828,63.383941650390625,93.10398864746094,168.7765655517578,171.96044921875,269.5958251953125,268.41583251953125,161.093505859375,0.0,164.75741577148438,0.0,169.85308837890625,192.91848754882812,277.3613586425781,279.9604797363281,378.1597595214844,376.9555358886719,161.093505859375,18.69359588623047,161.093505859375,60.21453094482422,95.34320068359375,125.50389862060547,137.29043579101562,223.5165252685547,226.0157470703125,164.75741577148438,0.0,169.85308837890625,192.91848754882812,277.3613586425781,279.9604797363281,378.1597595214844,376.9555358886719,164.75741577148438,41.94777297973633,76.7061538696289,115.09395599365234,123.86894989013672,214.9689483642578,215.90794372558594,169.85308837890625,192.91848754882812,277.3613586425781,279.9604797363281,378.1597595214844,376.9555358886719,36.074710845947266,111.60235595703125,110.40599822998047,211.54928588867188,208.33505249023438,107.91024017333984,97.63361358642578,201.9707489013672,195.28726196289062,28.221162796020508,100.82858276367188,100.82809448242188,104.34684753417969,98.4685287475586,21.270862579345703,plank
31,34.68569160546781,,147.739450615477,132.764861916871,54.46972727228702,,172.94125038855827,165.12172197764752,0.0,0.0,0.0,0.0,123.93707275390625,0.0,174.15194702148438,0.0,0.0,0.0,197.04052734375,221.17703247070312,292.21746826171875,286.0366516113281,396.15838623046875,382.09326171875,0.0,0.0,0.0,123.93707275390625,0.0,174.15194702148438,0.0,0.0,0.0,197.04052734375,221.17703247070312,292.21746826171875,286.0366516113281,396.15838623046875,382.09326171875,0.0,0.0,123.93707275390625,0.0,174.15194702148438,0.0,0.0,0.0,197.04052734375,221.17703247070312,292.21746826171875,286.0366516113281,396.15838623046875,382.09326171875,0.0,123.93707275390625,0.0,174.15194702148438,0.0,0.0,0.0,197.04052734375,221.17703247070312,292.21746826171875,286.0366516113281,396.15838623046875,382.09326171875,123.93707275390625,0.0,174.15194702148438,0.0,0.0,0.0,197.04052734375,221.17703247070312,292.21746826171875,286.0366516113281,396.15838623046875,382.09326171875,123.93707275390625,68.78147888183594,123.93707275390625,123.93707275390625,123.93707275390625,73.11666870117188,99.55459594726562,171.72755432128906,163.01646423339844,277.4583435058594,261.1192932128906,174.15194702148438,0.0,0.0,0.0,197.04052734375,221.17703247070312,292.21746826171875,286.0366516113281,396.15838623046875,382.09326171875,174.15194702148438,174.15194702148438,174.15194702148438,65.05242156982422,99.45465850830078,122.27887725830078,123.0139389038086,222.96351623535156,211.0852508544922,0.0,0.0,197.04052734375,221.17703247070312,292.21746826171875,286.0366516113281,396.15838623046875,382.09326171875,0.0,197.04052734375,221.17703247070312,292.21746826171875,286.0366516113281,396.15838623046875,382.09326171875,197.04052734375,221.17703247070312,292.21746826171875,286.0366516113281,396.15838623046875,382.09326171875,34.7912712097168,105.40438079833984,92.14408111572266,211.1028289794922,192.19024658203125,105.7084732055664,85.30289459228516,206.3673095703125,184.18658447265625,26.288558959960938,106.09960174560547,89.87589263916016,121.26698303222656,100.43663787841797,27.9981632232666,plank
32,128.7533415531608,,154.88093248710226,167.65023068762954,47.166421143751236,130.32194913756757,180.00000500895632,170.0605498042137,0.0,0.0,0.0,0.0,154.0115966796875,201.5697021484375,191.37347412109375,0.0,204.199462890625,0.0,215.345458984375,243.27198791503906,298.5840759277344,300.8677673339844,394.6855163574219,390.08477783203125,0.0,0.0,0.0,154.0115966796875,201.5697021484375,191.37347412109375,0.0,204.199462890625,0.0,215.345458984375,243.27198791503906,298.5840759277344,300.8677673339844,394.6855163574219,390.08477783203125,0.0,0.0,154.0115966796875,201.5697021484375,191.37347412109375,0.0,204.199462890625,0.0,215.345458984375,243.27198791503906,298.5840759277344,300.8677673339844,394.6855163574219,390.08477783203125,0.0,154.0115966796875,201.5697021484375,191.37347412109375,0.0,204.199462890625,0.0,215.345458984375,243.27198791503906,298.5840759277344,300.8677673339844,394.6855163574219,390.08477783203125,154.0115966796875,201.5697021484375,191.37347412109375,0.0,204.199462890625,0.0,215.345458984375,243.27198791503906,298.5840759277344,300.8677673339844,394.6855163574219,390.08477783203125,58.167083740234375,63.419715881347656,154.0115966796875,72.18498229980469,154.0115966796875,63.02790451049805,89.27096557617188,155.85877990722656,153.429443359375,258.4840393066406,249.5255889892578,95.82001495361328,201.5697021484375,97.2710952758789,201.5697021484375,57.767024993896484,58.15064239501953,148.56478881835938,138.9227752685547,250.7880859375,237.59609985351562,191.37347412109375,12.880720138549805,191.37347412109375,50.59049987792969,83.89839935302734,107.4080810546875,111.73682403564453,204.65455627441406,198.89927673339844,204.199462890625,0.0,215.345458984375,243.27198791503906,298.5840759277344,300.8677673339844,394.6855163574219,390.08477783203125,204.199462890625,46.13496398925781,77.36344909667969,94.53013610839844,99.03518676757812,192.23558044433594,186.18862915039062,215.345458984375,243.27198791503906,298.5840759277344,300.8677673339844,394.6855163574219,390.08477783203125,34.27119827270508,96.47794342041016,91.42377471923828,200.03050231933594,189.26412963867188,93.25382995605469,81.55989837646484,193.6094512939453,179.7640838623047,19.797622680664062,103.55255889892578,93.68036651611328,112.05287170410156,98.87625122070312,21.502243041992188,plank
33,139.2745239695134,,150.0624935748467,164.68259545552905,43.62051136066619,126.52327112877327,175.8797207129028,168.3207776792064,0.0,0.0,0.0,0.0,175.73635864257812,221.50125122070312,206.91224670410156,0.0,222.6185760498047,0.0,229.40133666992188,257.12579345703125,303.6466064453125,311.3511047363281,392.87286376953125,396.8851318359375,0.0,0.0,0.0,175.73635864257812,221.50125122070312,206.91224670410156,0.0,222.6185760498047,0.0,229.40133666992188,257.12579345703125,303.6466064453125,311.3511047363281,392.87286376953125,396.8851318359375,0.0,0.0,175.73635864257812,221.50125122070312,206.91224670410156,0.0,222.6185760498047,0.0,229.40133666992188,257.12579345703125,303.6466064453125,311.3511047363281,392.87286376953125,396.8851318359375,0.0,175.73635864257812,221.50125122070312,206.91224670410156,0.0,222.6185760498047,0.0,229.40133666992188,257.12579345703125,303.6466064453125,311.3511047363281,392.87286376953125,396.8851318359375,175.73635864257812,221.50125122070312,206.91224670410156,0.0,222.6185760498047,0.0,229.40133666992188,257.12579345703125,303.6466064453125,311.3511047363281,392.87286376953125,396.8851318359375,54.6119384765625,58.45304870605469,175.73635864257812,71.2843017578125,175.73635864257812,56.7832145690918,81.4746322631836,148.07080078125,148.7152862548828,246.40931701660156,244.5998077392578,88.62423706054688,221.50125122070312,93.35049438476562,221.50125122070312,55.35299301147461,53.72437286376953,147.2115020751953,140.219482421875,244.11692810058594,238.0052032470703,206.91224670410156,15.926545143127441,206.91224670410156,42.842254638671875,75.06623840332031,98.06716918945312,104.439697265625,193.43199157714844,194.05780029296875,222.6185760498047,0.0,229.40133666992188,257.12579345703125,303.6466064453125,311.3511047363281,392.87286376953125,396.8851318359375,222.6185760498047,41.15506362915039,69.90779113769531,82.14783477783203,88.77696228027344,177.90264892578125,178.24212646484375,229.40133666992188,257.12579345703125,303.6466064453125,311.3511047363281,392.87286376953125,396.8851318359375,33.1623420715332,96.12718200683594,93.57176971435547,194.77090454101562,191.05963134765625,97.24091339111328,87.68347930908203,191.7774658203125,184.81103515625,20.747968673706055,98.76966857910156,96.71377563476562,104.10222625732422,98.08856964111328,19.636425018310547,plank
34,50.77329719536782,,148.00877863482896,163.8904984174827,41.66730948447432,125.53606290689632,172.76326931916608,169.40463307783904,0.0,0.0,183.28309631347656,0.0,185.06581115722656,230.22926330566406,215.62977600097656,0.0,0.0,0.0,237.71365356445312,265.5650939941406,306.03570556640625,316.6796875,392.8729553222656,398.7565002441406,0.0,183.28309631347656,0.0,185.06581115722656,230.22926330566406,215.62977600097656,0.0,0.0,0.0,237.71365356445312,265.5650939941406,306.03570556640625,316.6796875,392.8729553222656,398.7565002441406,183.28309631347656,0.0,185.06581115722656,230.22926330566406,215.62977600097656,0.0,0.0,0.0,237.71365356445312,265.5650939941406,306.03570556640625,316.6796875,392.8729553222656,398.7565002441406,183.28309631347656,14.350334167480469,49.40068054199219,70.58587646484375,183.28309631347656,183.28309631347656,183.28309631347656,64.8327407836914,84.77877044677734,154.88706970214844,155.5594482421875,250.99143981933594,250.7688751220703,185.06581115722656,230.22926330566406,215.62977600097656,0.0,0.0,0.0,237.71365356445312,265.5650939941406,306.03570556640625,316.6796875,392.8729553222656,398.7565002441406,54.99999237060547,56.689117431640625,185.06581115722656,185.06581115722656,185.06581115722656,56.04237747192383,80.57044982910156,143.2964630126953,145.44216918945312,239.22499084472656,239.61492919921875,87.95711517333984,230.22926330566406,230.22926330566406,230.22926330566406,57.38945770263672,54.40296173095703,146.41384887695312,139.56118774414062,239.94915771484375,236.34954833984375,215.62977600097656,215.62977600097656,215.62977600097656,40.09818649291992,73.22928619384766,92.98015594482422,101.14527130126953,186.85032653808594,189.1874237060547,0.0,0.0,237.71365356445312,265.5650939941406,306.03570556640625,316.6796875,392.8729553222656,398.7565002441406,0.0,237.71365356445312,265.5650939941406,306.03570556640625,316.6796875,392.8729553222656,398.7565002441406,237.71365356445312,265.5650939941406,306.03570556640625,316.6796875,392.8729553222656,398.7565002441406,33.81444549560547,92.65562438964844,90.96576690673828,188.4032440185547,187.02793884277344,96.60103607177734,86.47566223144531,187.12808227539062,182.650634765625,23.635089874267578,96.12380981445312,96.59747314453125,100.65611267089844,96.9559555053711,17.400423049926758,plank
35,50.10699858145473,,149.23668272305716,169.14553668186377,38.85382820684643,122.4621772520671,174.0489841285293,175.86924320271604,0.0,0.0,187.28367614746094,210.03221130371094,187.51646423339844,233.2332305908203,219.18118286132812,0.0,0.0,0.0,236.0606689453125,264.2302551269531,307.53009033203125,323.0470275878906,395.0665588378906,403.0540771484375,0.0,187.28367614746094,210.03221130371094,187.51646423339844,233.2332305908203,219.18118286132812,0.0,0.0,0.0,236.0606689453125,264.2302551269531,307.53009033203125,323.0470275878906,395.0665588378906,403.0540771484375,187.28367614746094,210.03221130371094,187.51646423339844,233.2332305908203,219.18118286132812,0.0,0.0,0.0,236.0606689453125,264.2302551269531,307.53009033203125,323.0470275878906,395.0665588378906,403.0540771484375,26.461441040039062,18.715242385864258,47.23915481567383,75.2247543334961,187.28367614746094,187.28367614746094,187.28367614746094,63.46546173095703,80.84721374511719,159.38917541503906,162.4014892578125,257.150634765625,258.35546875,40.209964752197266,23.460092544555664,87.00148010253906,210.03221130371094,210.03221130371094,210.03221130371094,63.64458465576172,68.7437973022461,160.61219787597656,158.95826721191406,257.5866394042969,256.909912109375,55.70732116699219,57.610286712646484,187.51646423339844,187.51646423339844,187.51646423339844,52.37669372558594,76.75784301757812,144.87574768066406,150.26564025878906,242.4409942626953,244.52679443359375,88.8097152709961,233.2332305908203,233.2332305908203,233.2332305908203,57.615699768066406,51.141502380371094,150.10008239746094,144.799560546875,245.26991271972656,243.17205810546875,219.18118286132812,219.18118286132812,219.18118286132812,36.91359329223633,70.58377838134766,92.20006561279297,104.10450744628906,188.04754638671875,191.9188232421875,0.0,0.0,236.0606689453125,264.2302551269531,307.53009033203125,323.0470275878906,395.0665588378906,403.0540771484375,0.0,236.0606689453125,264.2302551269531,307.53009033203125,323.0470275878906,395.0665588378906,403.0540771484375,236.0606689453125,264.2302551269531,307.53009033203125,323.0470275878906,395.0665588378906,403.0540771484375,34.798641204833984,97.37054443359375,98.93997955322266,194.8695068359375,195.28672790527344,102.63035583496094,94.25241088867188,195.35121154785156,192.50071716308594,28.307790756225586,97.76204681396484,99.9590835571289,101.38909912109375,98.37339782714844,18.315027236938477,plank
36,50.03324619879694,52.642132574931686,157.77381812892614,176.19970141513957,29.960115945167765,2.1196027867331253,177.5603980412112,179.9160756444352,0.0,0.0,195.7364501953125,219.68719482421875,195.0658721923828,241.02281188964844,226.21881103515625,266.7532958984375,0.0,0.0,241.5921173095703,269.52734375,314.2094421386719,329.4076843261719,399.02825927734375,406.5996398925781,0.0,195.7364501953125,219.68719482421875,195.0658721923828,241.02281188964844,226.21881103515625,266.7532958984375,0.0,0.0,241.5921173095703,269.52734375,314.2094421386719,329.4076843261719,399.02825927734375,406.5996398925781,195.7364501953125,219.68719482421875,195.0658721923828,241.02281188964844,226.21881103515625,266.7532958984375,0.0,0.0,241.5921173095703,269.52734375,314.2094421386719,329.4076843261719,399.02825927734375,406.5996398925781,27.02007293701172,22.55133056640625,45.91448974609375,76.86798858642578,76.25611877441406,195.7364501953125,195.7364501953125,68.58141326904297,81.13557434082031,164.69288635253906,165.44073486328125,261.2405090332031,261.2640075683594,43.8916015625,22.126392364501953,88.22269439697266,64.42271423339844,219.68719482421875,219.68719482421875,71.25289154052734,70.85194396972656,166.08534240722656,161.97373962402344,261.863037109375,259.97119140625,56.3181266784668,55.91903305053711,71.70145416259766,195.0658721923828,195.0658721923828,53.27588653564453,74.81250762939453,147.07205200195312,150.7768096923828,243.35801696777344,244.43719482421875,87.57461547851562,47.25780487060547,241.02281188964844,241.02281188964844,64.93419647216797,54.35729217529297,154.67129516601562,147.2644805908203,248.93902587890625,245.7838897705078,66.55400848388672,226.21881103515625,226.21881103515625,28.34026336669922,63.787017822265625,94.42206573486328,104.06472778320312,189.42138671875,191.958740234375,266.7532958984375,266.7532958984375,38.224830627441406,7.342859745025635,109.84158325195312,100.22268676757812,202.453857421875,198.7588653564453,0.0,241.5921173095703,269.52734375,314.2094421386719,329.4076843261719,399.02825927734375,406.5996398925781,241.5921173095703,269.52734375,314.2094421386719,329.4076843261719,399.02825927734375,406.5996398925781,35.846435546875,96.36747741699219,97.61439514160156,192.87197875976562,192.6830596923828,102.54364013671875,92.9826431274414,195.1331787109375,191.52188110351562,29.66265296936035,96.54821014404297,97.6352310180664,102.94536590576172,98.53929901123047,18.531856536865234,plank
37,158.50298180396,54.54922725913138,160.08679338945925,176.25325009823248,27.825193471013126,4.567717608863177,178.01721475327997,178.552059546427,0.0,0.0,212.4676513671875,238.00498962402344,211.91477966308594,257.82568359375,237.2886962890625,281.59185791015625,258.94873046875,0.0,255.7837677001953,283.44842529296875,321.7809753417969,337.57489013671875,400.3360595703125,410.08575439453125,0.0,212.4676513671875,238.00498962402344,211.91477966308594,257.82568359375,237.2886962890625,281.59185791015625,258.94873046875,0.0,255.7837677001953,283.44842529296875,321.7809753417969,337.57489013671875,400.3360595703125,410.08575439453125,212.4676513671875,238.00498962402344,211.91477966308594,257.82568359375,237.2886962890625,281.59185791015625,258.94873046875,0.0,255.7837677001953,283.44842529296875,321.7809753417969,337.57489013671875,400.3360595703125,410.08575439453125,27.762008666992188,19.889589309692383,45.673343658447266,72.74483489990234,75.25830078125,96.41077423095703,212.4676513671875,69.10769653320312,80.70401763916016,162.52679443359375,163.49476623535156,255.90304565429688,256.8653564453125,41.210304260253906,20.80562400817871,83.72736358642578,61.93479919433594,103.34163665771484,238.00498962402344,71.10175323486328,69.94636535644531,163.40896606445312,159.67442321777344,256.129638671875,254.98007202148438,53.38623809814453,53.80757522583008,70.01222229003906,78.35891723632812,211.91477966308594,54.3294677734375,73.17640686035156,146.01287841796875,149.19642639160156,239.1581268310547,241.01170349121094,83.48180389404297,45.61735916137695,98.86473846435547,257.82568359375,65.1849136352539,54.82710647583008,152.91497802734375,146.22325134277344,244.29132080078125,241.84698486328125,64.94755554199219,25.772939682006836,237.2886962890625,26.005563735961914,60.188453674316406,95.1367416381836,103.45918273925781,187.15582275390625,190.47535705566406,68.58831787109375,281.59185791015625,39.152244567871094,10.035259246826172,110.15641021728516,101.08638763427734,199.78713989257812,196.63558959960938,258.94873046875,33.73066329956055,60.71925354003906,69.39031982421875,79.24797821044922,161.48025512695312,164.70896911621094,255.7837677001953,283.44842529296875,321.7809753417969,337.57489013671875,400.3360595703125,410.08575439453125,34.22477722167969,93.75450134277344,94.91846466064453,187.11517333984375,187.75955200195312,100.1254653930664,91.46941375732422,189.972900390625,187.0782470703125,27.560728073120117,93.38868713378906,95.36865997314453,99.20414733886719,95.6237564086914,19.48080825805664,plank
38,159.49462964879748,60.393345433763976,163.38354811690598,178.3368129649232,22.438267668853673,8.552260006012325,176.88950954017585,179.95575904351298,0.0,0.0,234.768310546875,260.8061218261719,229.18467712402344,277.9594421386719,246.9564208984375,298.8157653808594,272.13372802734375,0.0,261.1622009277344,292.11065673828125,312.8670654296875,335.3157653808594,384.6872863769531,397.6643981933594,0.0,234.768310546875,260.8061218261719,229.18467712402344,277.9594421386719,246.9564208984375,298.8157653808594,272.13372802734375,0.0,261.1622009277344,292.11065673828125,312.8670654296875,335.3157653808594,384.6872863769531,397.6643981933594,234.768310546875,260.8061218261719,229.18467712402344,277.9594421386719,246.9564208984375,298.8157653808594,272.13372802734375,0.0,261.1622009277344,292.11065673828125,312.8670654296875,335.3157653808594,384.6872863769531,397.6643981933594,26.83634376525879,18.66843032836914,43.31740188598633,68.5505599975586,77.69058227539062,99.2843017578125,234.768310546875,62.00834655761719,73.47412872314453,149.81961059570312,152.72091674804688,242.1676483154297,243.19500732421875,40.42802047729492,20.139766693115234,78.91815948486328,65.75023651123047,104.43844604492188,260.8061218261719,65.9454574584961,63.8370475769043,151.27548217773438,148.75494384765625,242.37539672851562,241.0178680419922,51.3695068359375,51.66468048095703,73.45405578613281,83.80108642578125,229.18467712402344,48.700279235839844,67.91935729980469,135.24444580078125,140.8854217529297,227.55825805664062,229.70504760742188,76.59855651855469,48.81203842163086,96.76363372802734,277.9594421386719,59.98918151855469,48.42573547363281,139.83456420898438,134.0962677001953,229.27682495117188,226.5778045654297,60.51428985595703,33.43234634399414,246.9564208984375,19.742502212524414,53.29304122924805,85.30841827392578,96.11506652832031,177.0296173095703,180.59414672851562,62.812538146972656,298.8157653808594,41.31460189819336,7.260587215423584,95.45281982421875,85.9365234375,181.96046447753906,178.26409912109375,272.13372802734375,38.58332061767578,57.1799430847168,51.90025329589844,64.73522186279297,143.88975524902344,147.1618194580078,261.1622009277344,292.11065673828125,312.8670654296875,335.3157653808594,384.6872863769531,397.6643981933594,34.054161071777344,87.85892486572266,92.2197265625,180.17190551757812,181.39791870117188,92.87979125976562,85.68356323242188,181.0068359375,178.16769409179688,30.468982696533203,92.37934112548828,95.35494232177734,96.4736328125,92.48413848876953,21.537954330444336,plank
39,72.94407758085086,66.02581995167996,171.1254582580887,169.4436334579998,15.350950904893915,17.241002559567136,177.61648755467533,176.30275530933673,0.0,0.0,254.266845703125,279.6597595214844,244.06439208984375,292.9312744140625,253.52593994140625,307.8401794433594,0.0,0.0,264.1815490722656,295.54388427734375,305.6876220703125,331.9620056152344,362.41351318359375,379.35650634765625,0.0,254.266845703125,279.6597595214844,244.06439208984375,292.9312744140625,253.52593994140625,307.8401794433594,0.0,0.0,264.1815490722656,295.54388427734375,305.6876220703125,331.9620056152344,362.41351318359375,379.35650634765625,254.266845703125,279.6597595214844,244.06439208984375,292.9312744140625,253.52593994140625,307.8401794433594,0.0,0.0,264.1815490722656,295.54388427734375,305.6876220703125,331.9620056152344,362.41351318359375,379.35650634765625,25.700815200805664,18.633525848388672,39.3773078918457,61.44272994995117,70.28564453125,254.266845703125,254.266845703125,57.831180572509766,64.1858139038086,141.05966186523438,144.9349365234375,221.85939025878906,227.03240966796875,40.94535446166992,17.94538116455078,73.1877670288086,59.200599670410156,279.6597595214844,279.6597595214844,65.62059020996094,58.02313232421875,144.34512329101562,142.67356872558594,223.52395629882812,226.4358367919922,49.768470764160156,45.698612213134766,69.43368530273438,244.06439208984375,244.06439208984375,44.77012252807617,60.29521179199219,127.8449478149414,134.94737243652344,208.8284912109375,215.23214721679688,70.57112121582031,43.29712677001953,292.9312744140625,292.9312744140625,60.815711975097656,44.820220947265625,133.63604736328125,129.0250701904297,211.2200927734375,212.98617553710938,58.70668029785156,253.52593994140625,253.52593994140625,12.118172645568848,45.42109298706055,83.13089752197266,94.4671401977539,163.89645385742188,171.36436462402344,307.8401794433594,307.8401794433594,46.63319396972656,13.29340648651123,95.59435272216797,86.77843475341797,169.96456909179688,170.57144165039062,0.0,264.1815490722656,295.54388427734375,305.6876220703125,331.9620056152344,362.41351318359375,379.35650634765625,264.1815490722656,295.54388427734375,305.6876220703125,331.9620056152344,362.41351318359375,379.35650634765625,33.36305236816406,83.42408752441406,90.73184967041016,164.37591552734375,170.46868896484375,89.24480438232422,84.70187377929688,166.418212890625,168.57521057128906,30.94309425354004,80.98738098144531,88.52959442138672,83.68182373046875,83.96110534667969,20.18379020690918,plank
